entry_date,exit_date,entry_price,exit_price,position_type,size,pnl,return_pct,reason,holding_period,signal_strength
2017-08-19 08:00:00,2017-08-20 18:00:00,3999.0,4154.56,SHORT,8.952502812689167,-1483.8947985837178,-3.889972493123291,signal_reversal,34.0,2
2017-08-20 19:00:00,2017-08-21 06:00:00,4164.6,3982.96,LONG,13.2293527872167,-2537.713322263815,-4.361523315564527,stop_loss,11.0,2
2017-08-21 13:00:00,2017-08-22 04:00:00,3951.49,3500.8,SHORT,13.130881938667146,5795.638255734504,11.40557106306734,take_profit,15.0,2
2017-08-22 04:00:00,2017-08-22 06:00:00,3500.8,3803.0,SHORT,7.1407777849591385,-2223.136562596881,-8.632312614259591,stop_loss,2.0,2
2017-08-22 06:00:00,2017-08-23 08:00:00,3803.0,4124.0,SHORT,6.304469392841183,-2086.204086198335,-8.440704706810413,stop_loss,26.0,2
2017-08-23 08:00:00,2017-08-26 18:00:00,4124.0,4272.0,LONG,8.285211884929414,1139.258060237219,3.5887487875848687,signal_reversal,82.0,2
2017-08-26 19:00:00,2017-08-27 15:00:00,4293.52,4325.0,SHORT,14.200183801714516,-600.0024962014076,-0.7331979354934776,signal_reversal,20.0,2
2017-08-27 16:00:00,2017-08-28 05:00:00,4306.0,4169.01,LONG,15.775927438738409,-2328.270728335999,-3.181374825824426,stop_loss,13.0,2
2017-08-28 07:00:00,2017-08-29 06:00:00,4261.9,4363.21,SHORT,12.088545523521173,-1355.021840588407,-2.3771088012388937,signal_reversal,23.0,2
2017-08-29 07:00:00,2017-08-31 10:00:00,4329.02,4632.96,LONG,13.088662504417186,3831.5426671033833,7.020988584021317,take_profit,51.0,2
2017-08-31 10:00:00,2017-09-02 01:00:00,4632.96,4932.38,LONG,15.395151229555218,4425.541361325782,6.462822903715984,take_profit,39.0,2
2017-09-02 01:00:00,2017-09-02 05:00:00,4932.38,4473.35,LONG,13.32025465065326,-6271.004890758473,-9.306460572786357,stop_loss,4.0,2
2017-09-02 05:00:00,2017-09-02 16:00:00,4473.35,4439.0,LONG,9.908436788253383,-450.73912443874485,-0.7678808946315482,signal_reversal,11.0,4
2017-09-02 20:00:00,2017-09-03 04:00:00,4351.19,4690.79,SHORT,7.085177520383884,-2486.2063277170705,-7.804761456061454,stop_loss,8.0,2
2017-09-03 04:00:00,2017-09-04 12:00:00,4690.79,4106.81,SHORT,6.94522541970465,3979.4960966586264,12.44950210945277,take_profit,32.0,2
2017-09-04 12:00:00,2017-09-05 19:00:00,4106.81,4442.48,SHORT,6.016626088773156,-2083.89823078659,-8.17349719125061,stop_loss,31.0,2
2017-09-06 07:00:00,2017-09-08 19:00:00,4461.29,4190.01,LONG,6.6735618412666415,-1882.5725882455004,-6.080752428109353,signal_reversal,60.0,2
2017-09-08 20:00:00,2017-09-11 13:00:00,4183.75,4260.41,SHORT,7.215946102830423,-629.3401825475748,-1.8323274574245558,signal_reversal,65.0,2
2017-09-11 14:00:00,2017-09-13 02:00:00,4256.02,4023.0,LONG,8.661476638114141,-2107.932959108961,-5.475068256258204,stop_loss,36.0,2
2017-09-13 10:00:00,2017-09-14 17:00:00,3820.02,3325.27,SHORT,9.311635110848089,4523.763554540602,12.951502871712714,take_profit,31.0,2
2017-09-14 17:00:00,2017-09-15 14:00:00,3325.27,3780.0,SHORT,6.390443932008629,-2962.6838561482627,-13.674979776078333,stop_loss,21.0,2
2017-09-15 14:00:00,2017-09-16 10:00:00,3780.0,3480.0,SHORT,4.331611296619703,1260.174016469087,7.936507936507936,signal_reversal,20.0,4
2017-09-16 11:00:00,2017-09-17 14:00:00,3630.06,3648.86,LONG,4.9603787857483335,48.12237073312048,0.5178977757943446,signal_reversal,27.0,3
2017-09-17 15:00:00,2017-09-18 06:00:00,3637.33,3950.01,SHORT,8.445658687269963,-2720.888663315913,-8.596415502580196,stop_loss,15.0,2
2017-09-18 06:00:00,2017-09-20 03:00:00,3950.01,3875.93,LONG,9.413936130708462,-789.4755127163322,-1.875438290029655,signal_reversal,45.0,2
2017-09-20 04:00:00,2017-09-23 19:00:00,3849.98,3779.5,SHORT,10.775672484422728,656.7034245690472,1.8306588605655099,signal_reversal,87.0,2
2017-09-23 20:00:00,2017-09-24 06:00:00,3779.65,3635.27,LONG,14.376840449012143,-2208.9821262561113,-3.8199304168375408,stop_loss,10.0,2
2017-09-24 06:00:00,2017-09-24 23:00:00,3635.27,3660.02,LONG,13.141841601403412,205.41864761435656,0.6808297595501847,signal_reversal,17.0,3
2017-09-25 00:00:00,2017-09-25 04:00:00,3656.69,3797.01,SHORT,16.104699467500314,-2409.8609273057805,-3.837350171876756,stop_loss,4.0,2
2017-09-25 14:00:00,2017-09-27 19:00:00,3937.75,4190.0,LONG,14.885168845029904,3603.5551773085535,6.405942479842549,take_profit,53.0,2
2017-09-27 19:00:00,2017-09-29 02:00:00,4190.0,4008.01,LONG,16.51254832617429,-3174.3312152597805,-4.343436754176606,stop_loss,31.0,2
2017-09-29 02:00:00,2017-09-29 10:00:00,4008.01,4145.3,LONG,11.80256423335911,1500.0865873610103,3.425390655212935,signal_reversal,8.0,3
2017-09-30 06:00:00,2017-10-03 12:00:00,4280.0,4212.11,LONG,9.58313181170098,-752.3250805582127,-1.5862149532710357,signal_reversal,78.0,2
